0;57;64;true;64;false;64;false;64;false;false;false;false;false;0.0;0.0;187.57518;324.71576;
0;728;64;false;64;false;64;false;64;true;true;false;false;false;0.0;0.0;0.059795883;0.0;
0;201;64;false;16;false;16;false;16;false;true;true;true;true;0.0;0.0;356.4722;9.464014;
0;374;16;false;16;false;16;false;64;true;false;true;false;false;52.95083;78.388885;0.0;0.0;
0;201;64;false;16;false;16;false;16;false;true;true;false;true;0.0;118.79332;284.9538;106.28998;
0;399;4;false;4;false;4;false;64;false;true;true;false;true;79.45999;568.0651;177.00397;0.0;
0;213;4;false;4;false;4;false;64;false;true;true;false;false;23.09684;0.0;0.0;7.392;
0;716;16;true;64;true;16;true;16;true;true;true;false;true;0.0;757.4601;823.80133;1098.9167;
0;540;16;false;16;false;16;false;16;false;true;true;false;true;443.44324;0.0;525.29504;485.66748;
0;399;4;false;4;false;4;false;64;false;true;true;true;true;145.7965;416.36322;185.00293;0.0;
0;996;4;false;4;false;4;false;64;true;true;true;false;true;4.8;95.24103;0.0;0.0;
0;540;16;false;64;true;16;false;16;false;true;false;false;false;154.00906;0.0;0.0;0.0;
0;810;4;false;4;false;4;false;64;true;true;true;false;false;39.864254;117.495384;0.0;0.0;
0;1097;64;false;4;false;4;false;4;false;false;true;false;false;0.0;0.0;0.0;0.0;
0;398;16;true;64;true;16;true;16;true;true;false;false;false;2.3447196;0.0;0.0;245.0849;
0;398;64;false;64;true;64;false;64;false;true;true;false;false;508.21643;0.0;0.0;112.71167;
0;165;4;true;16;false;4;true;4;true;true;false;false;false;437.48343;0.0;0.0;1380.2137;
0;716;64;false;64;true;64;true;64;true;true;true;false;false;0.0;521.0011;416.6253;368.7952;
0;373;16;true;64;false;16;true;16;true;true;true;false;false;0.0;0.0;0.0;76.17923;
0;691;16;true;16;true;64;false;16;true;true;true;true;false;714.14954;0.0;0.0;0.0;
0;386;64;true;64;false;64;true;64;true;false;false;false;false;0.0;0.0;40.92181;0.0;
0;716;64;false;64;true;64;true;64;true;true;true;true;false;0.0;0.0;34.22896;124.77431;
0;57;64;false;4;false;4;false;4;false;false;true;false;false;0.0;0.0;79.43898;24.23053;
0;540;16;false;16;false;16;false;16;false;true;true;true;true;530.12524;0.0;573.5692;602.98114;
0;1109;64;false;64;false;4;false;64;false;true;false;false;false;15.420427;0.0;0.0;0.0;
0;810;64;true;64;false;64;false;64;false;true;true;false;false;456.22867;167.07889;111.95508;0.0;
0;213;16;true;16;true;16;true;64;false;false;true;true;false;0.0;0.0;0.0;0.0;
0;58;4;true;64;true;64;true;64;true;true;false;false;false;0.0;0.0;10.485497;0.0;
0;348;4;true;64;false;4;true;4;true;true;false;false;false;365.09717;0.0;156.88065;0.0;
0;599;16;true;16;true;16;true;64;true;true;true;false;true;0.0;0.0;114.48693;0.0;
0;21;16;true;64;false;64;false;64;false;true;false;false;false;0.0;995.17993;548.93604;0.0;
0;846;64;false;64;false;64;false;64;false;false;true;false;true;0.0;0.0;0.0;17.198202;
0;996;64;true;64;false;64;true;64;true;true;false;true;false;0.0;0.0;0.0;0.0;
0;153;64;true;64;false;64;true;64;true;true;false;false;true;0.0;0.0;45.201885;0.0;
0;213;16;true;16;true;16;true;64;false;false;true;false;false;51.340363;626.02026;0.0;25.510847;
